publish_date,headline_category,headline_text
2002-07-17 00:00:00,SBI,SBI Life to come out with endowment products
2002-07-17 00:00:00,ITC,It is an on; off wheel deal for CITCO
2002-07-18 00:00:00,NTPC,NTPC won't operate DPC on contract basis: Govt
2002-07-19 00:00:00,ONGC,ONGC offers Rs 3 per share for MRPL stake
2002-07-19 00:00:00,HDFC,HDFC launches credit cards
2002-07-22 00:00:00,ITC,ITC plans restaurant chain
2002-07-24 00:00:00,HCL,Satyam; Infosys; HCL scrips subdued
2002-07-25 00:00:00,ITC,RWITC racehorses a hindrance to flow of traffic
2002-07-26 00:00:00,ITC,ITC reports 15.24% increase in net profit
2002-07-26 00:00:00,ITC,UTI free to buy or sell ITC shares: ITC chairman
2002-07-28 00:00:00,ONGC,ONGC board approves taking 60% stake in MRPL
2002-07-28 00:00:00,SBI,SBI foreign offices post lower profit in FY-02
2002-07-30 00:00:00,SBI,SBIs Loans for Small Businessmen and Landlords
2002-07-30 00:00:00,ONGC,ONGC net up 34% in Q1
2002-07-31 00:00:00,NTPC,NTPC says not responsible for grid collapse
2002-08-01 00:00:00,SBI,After SBI; associates take up tech initiative
2002-08-01 00:00:00,ONGC,ONGC to buy out Birla stake in MRPL
2002-08-01 00:00:00,ONGC,Gas leak from ONGC plant at Hazira
2002-08-02 00:00:00,ONGC,MRPL signs agreement to become ONGC arm
2002-08-04 00:00:00,ONGC,ONGC to bid for Cairn Energy: Report
2002-08-04 00:00:00,ONGC,ONGC plans to buy out HPCL in MRPL
2002-08-05 00:00:00,NTPC,NTPC southern region chief takes charge
2002-08-06 00:00:00,ONGC,ONGC institute gets Golden Peacock
2002-08-07 00:00:00,HCL,HCL Info in alliance with ScanSoft
2002-08-13 00:00:00,HDFC,HDFC's term insurance leapfrogs
2002-08-14 00:00:00,ONGC,ONGC celebrates foundation day
2002-08-16 00:00:00,ONGC,ONGC Videsh arm picks 10% in US gas project
2002-08-17 00:00:00,HCL,HCLT forms JV to tap global markets
2002-08-17 00:00:00,NTPC,24-hour supply burden on NTPC
2002-08-18 00:00:00,ONGC,IOC mulls selling stake in ONGC; GAIL
2002-08-18 00:00:00,SBI,SBI hints at rate cut; to restructure agricultural loans
2002-08-18 00:00:00,SBI,SBI issues notice to loan defaulters
2002-08-18 00:00:00,SBI,Interest rates may go down further: SBI
2002-08-20 00:00:00,ICICI,Times; ICICI Pru to host seminar on insurance
2002-08-20 00:00:00,UPL,Retd UPLIS officials in vigilance net
2002-08-21 00:00:00,NTPC,NTPC to offer 5% equity in IPO
2002-08-23 00:00:00,ONGC,Police nab another for oil pilferage from ONGC pipe
2002-08-26 00:00:00,SBI,SC orders status quo on case against SBI chief
2002-08-28 00:00:00,ONGC,ONGC to bid for HPCL; BPCL
2002-08-31 00:00:00,HCL,HCL Tech Q4 net falls 48 pc
2002-09-01 00:00:00,ONGC,BG; ONGC; RIL to invest $150 mn in Panna fields
2002-09-03 00:00:00,ONGC,ONGC to sell crude oil at international price
2002-09-03 00:00:00,HDFC,HDFC slashes home loan rates by 0.5%
2002-09-04 00:00:00,HCL,HCL launches Net calling devices
2002-09-05 00:00:00,NTPC,NTPC offers to take over Kanti plant
2002-09-05 00:00:00,HDFC,HDFC Bank opens first Bihar branch
2002-09-05 00:00:00,ONGC,ONGC ups stake in Cairn oil and gas block
2002-09-05 00:00:00,NTPC,Oil ministry threatens NTPC with hike in gas prices
2002-09-10 00:00:00,SBI,SBI life launches two policies
2002-09-11 00:00:00,ICICI,ICICI Bank; IDBI plan bond issues
2002-09-13 00:00:00,ICICI,ICICI Pru to launch flexible income plan on Sep 16
2002-09-14 00:00:00,HDFC,HDFC admits error in Surya Pharma payment
2002-09-15 00:00:00,ONGC,ONGC to fund investments from internal accruals
2002-09-15 00:00:00,ONGC,ONGC to begin drilling Sunderbans; East Midnapore
2002-09-15 00:00:00,ONGC,ONGC to resume drilling in West Bengal
2002-09-15 00:00:00,ONGC,ONGC to move govt against British Gas
2002-09-16 00:00:00,ONGC,Govt to consider VRS in ONGC; BPCL on Wednesday
2002-09-19 00:00:00,NTPC,Centre may persuade NTPC to 'run & complete' DPC plant
2002-09-20 00:00:00,NTPC,NTPC's Tanda plant to generate less electricity
2002-09-21 00:00:00,ONGC,ONGC; RIL turn down British Gas model for Panna-Mukta
2002-09-23 00:00:00,ICICI,ICICI Prudential Life pumps in more capital
2002-09-23 00:00:00,ONGC,ONGC may buy HPCL stake in MRPL at Rs 2 per share
2002-09-26 00:00:00,ICICI,ICICI Bank sells 16.5 pc stake
2002-09-26 00:00:00,NTPC,Govt persuades NTPC to operate Dabhol Phase-I
2002-09-27 00:00:00,ONGC,ONGC earnings to jump Rs 1;000 cr
2002-09-27 00:00:00,NTPC,NTPC chief evades queries on Dabhol
2002-09-27 00:00:00,ONGC,ONGC headquarters to remain in Dehradun: Naik
2002-10-02 00:00:00,NTPC,NTPC employees in a quandary over transfers
2002-10-03 00:00:00,ONGC,ONGC triumph
2002-10-05 00:00:00,ONGC,GAIL; ONGC may bid for HPCL; BPCL
2002-10-05 00:00:00,ONGC,GAIL; ONGC may bid for HPCL; BPCL
2002-10-07 00:00:00,NTPC,Shell offers equity to NTPC; Iffco in Hazira project
2002-10-09 00:00:00,ICICI,ICICI Prudential; Indiatimes tie up
2002-10-10 00:00:00,ONGC,BG; ONGC inch closer to resolving row
2002-10-11 00:00:00,HDFC,HDFC to consider bonus; buyback of shares on Oct 17
2002-10-11 00:00:00,ICICI,One arrested in ICICI Bank robbery
2002-10-15 00:00:00,ONGC,IOC; ONGC not to put money in Nagarjuna unit
2002-10-15 00:00:00,SBI,SBI; ICICI among top 100 Asian banks
2002-10-15 00:00:00,ONGC,ONGC loses 15;000 tonnes of LPG; seeks marketing rights
2002-10-15 00:00:00,ONGC,ONGC launches scheme for senior citizens
2002-10-17 00:00:00,HDFC,HDFC board approves 1:1 bonus equity issue
2002-10-18 00:00:00,HDFC,HDFC Chubb to focus on autos; homes
2002-10-19 00:00:00,SBI,SBI to come out with debit cards by Dec
2002-10-19 00:00:00,ICICI,ICICI in top Indian firms on Forbes list
2002-10-21 00:00:00,HCL,HCL Infosystems posts net profit of Rs 11.10 cr
2002-10-22 00:00:00,HDFC,HDFC Chubb launches operation
2002-10-23 00:00:00,HCL,HCLT net income slides 36% in Q1
2002-10-25 00:00:00,ICICI,ICICI Bank eyes Rs 5;000 cr through bonds
2002-10-25 00:00:00,SBI,SBI; ICICI knock on doors of cash-strapped state
2002-10-26 00:00:00,ICICI,ICICI Bank targets Rs 5000 cr deposit from pvt banking
2002-10-27 00:00:00,HCL,HCL Infosystems expecting 70 pc revenues in 3-yrs
2002-10-29 00:00:00,SBI,LIC; SBI; PNB; BoB to pick up 25% each in UTI-II
2002-10-29 00:00:00,SBI,SBI to cut deposit rate by 50 basis points
2002-10-30 00:00:00,SBI,SBI Q2 net up 34.22 pc
2002-10-31 00:00:00,ICICI,ICICI Bank Q2 net profit at Rs 285.3 cr
2002-11-01 00:00:00,SBI,SBI cuts rates by 25 basis points from Nov 1
2002-11-01 00:00:00,SBI,SBI Chairman Ballabh hands over charge to A K Batra
2002-11-01 00:00:00,ONGC,ONGC Chairman Subir Raha takes over as SCOPE chief
2002-11-01 00:00:00,SBI,RBI proposal to govt for divesting stake in SBI; Nabard
2002-11-04 00:00:00,ONGC,ONGC seeks Bangla route for Tripura gas
2002-11-07 00:00:00,SBI,SBI cuts housing loans interest
2002-11-08 00:00:00,HDFC,HDFC Bank open to acquisitions
2002-11-09 00:00:00,HDFC,HDFC Bank; BSNL in Net payment pact
2002-11-09 00:00:00,ICICI,ICICI Bank cuts home loan rates by 0.25 pc
2002-11-10 00:00:00,NTPC,Blind woman gets stay over plea on NTPC job
2002-11-12 00:00:00,NTPC,Vigilance Awareness Week at NTPC
2002-11-12 00:00:00,ONGC,Govt may seek Rs 6;000 cr dividend from ONGC
2002-11-12 00:00:00,HCL,CGD meet on Nov 14 to discuss ICVL; HCL; Nepa
2002-11-12 00:00:00,ONGC,More dividend to hurt ONGC growth; say analysts
2002-11-13 00:00:00,ONGC,Easy win for Delhi in Nehru-ONGC Cup
2002-11-14 00:00:00,ONGC,ONGC begins oil lifting work in Contai region
2002-11-15 00:00:00,ONGC,ONGC to sponsor National football League
2002-11-15 00:00:00,SBI,SBI Cards to cut interest on credit cards
2002-11-18 00:00:00,ICICI,Palace-On-Wheels may soon have ICICI ATM
2002-11-20 00:00:00,ONGC,ONGC ties up with Russian firm
2002-11-20 00:00:00,NTPC,NTPC agrees to operate Dabhol phase-I
2002-11-21 00:00:00,ONGC,Punjab Police win Nehru-ONGC hockey tournament
2002-11-21 00:00:00,ONGC,ONGC keeps Statoil deal in abeyance
2002-11-21 00:00:00,ONGC,Sai boys beat IA in Nehru-ONGC hockey
2002-11-23 00:00:00,NTPC,NTPC to distribute power
2002-11-27 00:00:00,ONGC,ONGC to get $1.25 bn revenue from overseas investment
2002-11-28 00:00:00,ICICI,ICICI Prudential crosses 2 lakh policy mark
2002-11-28 00:00:00,SBI,SBI Launches SBI Cash
2002-11-28 00:00:00,ONGC,ONGC requests govt to reconsider MRPL investment
2002-11-29 00:00:00,ICICI,AAA (so) rating for ICICI Home Finance's PTC
2002-11-29 00:00:00,ONGC,ONGC to get $60 m from Vietnam gas field
2002-11-29 00:00:00,NTPC,UT-NTPC pact for 65 MW power
2002-12-02 00:00:00,ONGC,ONGC approves 23 pc stake in MHB pipeline
2002-12-05 00:00:00,ONGC,ONGC interested in picking up equity in oil PSUs
2002-12-06 00:00:00,SBI,SBI organises customers' meet
2002-12-06 00:00:00,ITC,Triple Seven - RWITC's Newest sponsor
2002-12-06 00:00:00,ONGC,ONGC to bid for BPCL; HPCL
2002-12-07 00:00:00,HDFC,HDFC Property Fair inaugurated in Pune
2002-12-08 00:00:00,HDFC,HDFC looking at securitisation market in a big way
2002-12-10 00:00:00,BAJAJ,RAHUL BAJAJ
2002-12-11 00:00:00,HCL,HCL romp to an easy win
2002-12-11 00:00:00,NTPC,Water crisis may force NTPC to close Simhadri unit
2002-12-11 00:00:00,SBI,You have been selected for SBI loan
2002-12-12 00:00:00,ONGC,ONGC writes to Naik for HPCL
2002-12-17 00:00:00,ONGC,Petronas to hit ONGC's overseas investment plan
2002-12-17 00:00:00,HDFC,CBI; HDFC triumph
2002-12-17 00:00:00,SBI,SBI planning to launch 3-in-1 card
2002-12-18 00:00:00,HCL,HCL Info to move software biz to HCL Tech
2002-12-18 00:00:00,ICICI,ICICI files prospectus for Rs 2;000 safety bonds issue
2002-12-19 00:00:00,HCL,HCL kicks off restructuring
2002-12-23 00:00:00,ONGC,ONGC may divert its crude to MRPL
2002-12-25 00:00:00,ITC,BSNL to launch new ITC cards in Pune
2002-12-25 00:00:00,ITC,BSNL to launch new ITC cards in Pune
2002-12-28 00:00:00,ICICI,ICICI moving fast on bad debt recovery
2002-12-28 00:00:00,SBI,SBI chief for revamp of bank HR policies
2002-12-30 00:00:00,NTPC,State to lease thermal power station to NTPC
2002-12-31 00:00:00,ITC,CM inaugurates ITC's Sonar Bangla hotel
2003-01-01 00:00:00,ICICI,ICICI Bank to issue bonds worth Rs 400 cr
2003-01-01 00:00:00,ONGC,ONGC plant at Hazira to start production of ATF soon
2003-01-02 00:00:00,ONGC,ONGC; BG close to resolving Panna-Mukta row
2003-01-02 00:00:00,ONGC,ONGC to bid alone for HPCL
2003-01-03 00:00:00,HDFC,HDFC sells Spectramind stake to Wipro
2003-01-05 00:00:00,SBI,SBI; Canara Bank eye JV in Moscow
2003-01-07 00:00:00,ONGC,ONGC can enter retail business: MoD
2003-01-08 00:00:00,ONGC,No proposal to merge IOC; ONGC: Petroleum ministry
2003-01-08 00:00:00,ONGC,Remove crude oil export ban: ONGC
2003-01-10 00:00:00,SBI,SBI considering a cut in prime lending rates
2003-01-10 00:00:00,SBI,SBI mulling reduction in lending rates
2003-01-12 00:00:00,NTPC,NTPC in no hurry about Barh project
2003-01-12 00:00:00,ONGC,ONGC makes $400-mn bid for Cairn assets
2003-01-12 00:00:00,ONGC,Gas-to-liquid tech not cost-effective: ONGC
2003-01-12 00:00:00,ONGC,ONGC plans to invest Rs 3;700 cr
2003-01-13 00:00:00,ICICI,ICICI Bank to foray into UK; Canada; Dubai
2003-01-14 00:00:00,SBI,SBI Life to sell policies through foreign branches
2003-01-15 00:00:00,HDFC,HDFC Chubb's Cover for Business Travellers
2003-01-15 00:00:00,ONGC,ONGC to lease small fields for 7 years
2003-01-15 00:00:00,NTPC,NTPC to construct 2 hydel power projects in Uttaranchal
2003-01-15 00:00:00,HDFC,Bajaj Auto; HDFC Bank net up
2003-01-16 00:00:00,ICICI,ICICI Bank cuts home loan rates
2003-01-16 00:00:00,ICICI,ICICI bank plans to set up base in Canada; China
2003-01-20 00:00:00,ONGC,MLAs threaten stir against ONGC; GAIL
2003-01-22 00:00:00,ICICI,Pure gold coins of ICICI Bank hits Chennai
2003-01-22 00:00:00,HCL,LG sales rise 50%; HCL net falls
2003-01-23 00:00:00,ICICI,ICICI Infotech announces implementation of Orion
2003-01-23 00:00:00,HCL,HCL Tech's net profit drops 35 pc
2003-01-24 00:00:00,ICICI,ICICI OneSource commissions Rs 18 cr BPO unit in Mumbai
2003-01-25 00:00:00,NTPC,Majors vie for NTPC natural gas deal
2003-01-25 00:00:00,NTPC,NTPC project facing extremists' threat
2003-01-26 00:00:00,ONGC,50% ONGC vessels servicing offshore rigs are not working
2003-01-26 00:00:00,ONGC,IOC; ONGC not keen on implementing HPCL's Bhatinda refinery
2003-01-29 00:00:00,SBI,SBI Caps to pitch for HPCL; BPCL selloff deals
2003-01-29 00:00:00,HDFC,HDFC Mutual Fund set to buy Alliance
2003-01-29 00:00:00,SBI,SBI Q3 net soars 28 pc
2003-01-30 00:00:00,NTPC,Bihar cold to Rs 703-crore bait of NTPC
2003-01-31 00:00:00,ONGC,Sudan for ONGC Videsh picking Talisman stake
2003-01-31 00:00:00,ONGC,Divestment only for loss making PSUs: ONGC Chief
2003-01-31 00:00:00,SBI,SBI cuts housing loan rates by 0.75 pc
2003-01-31 00:00:00,SBI,Bank guard kills Jalgaon SBI asst. manager
2003-02-01 00:00:00,ONGC,ONGC registers 84 pc increase in net profit in Q3
2003-02-02 00:00:00,ONGC,ONGC; NTPC lock horn to head SCOPE
2003-02-03 00:00:00,SBI,SBI MF's MMIP monthly
2003-02-05 00:00:00,HDFC,HDFC cuts interest on home loans
2003-02-06 00:00:00,ONGC,Senior Indians dominate in ONGC YMCA boxing
2003-02-07 00:00:00,NTPC,Bhel in race for Rs 8000-cr NTPC's Sipat project
2003-02-07 00:00:00,ONGC,Cairn Energy seeks ONGC equity on Rajasthan oil find
2003-02-08 00:00:00,SBI,CM opens SBI ATM on college premises
2003-02-09 00:00:00,ICICI,ICICI Bank bags Asian Banker Journal award for retailing
2003-02-10 00:00:00,HCL,HCL Comnet to hire 150 professionals soon
2003-02-10 00:00:00,ICICI,ICICI Bank retail biz to more than double to Rs 18;000 cr
2003-02-12 00:00:00,ONGC,CCEA to consider ONGC's plan for stake in MRPL
2003-02-12 00:00:00,SBI,SBI; Maruti enter into exclusive arrangement
2003-02-13 00:00:00,SBI,SBI looking at introducing separate PLR for home loans
2003-02-14 00:00:00,ONGC,ONGC strikes oil; gas in Mumbai offshore
2003-02-16 00:00:00,SBI,SBI to set benchmark rate for housing loans
2003-02-16 00:00:00,SBI,SBI to appoint recovery agents to reduce NPAs
2003-02-17 00:00:00,SBI,SBI pips Docs
2003-02-18 00:00:00,SBI,SBI employee killed
2003-02-18 00:00:00,ONGC,CCEA to consider ONGC plan for acquiring stake in MRPL
2003-02-18 00:00:00,SBI,SBI to try core banking solution in 2003-04
2003-02-18 00:00:00,SBI,SBI official held in multi-crore fraud
2003-02-19 00:00:00,ONGC,Govt rules out selling off ONGC; Indian Oil
2003-02-20 00:00:00,NTPC,MSEB likely to sign deal with NTPC
2003-02-23 00:00:00,NTPC,NTPC eyes Guinness record
2003-02-24 00:00:00,NTPC,NTPC lines up trading plans for cheaper power
2003-02-24 00:00:00,ONGC,ONGC emerge champions
2003-02-25 00:00:00,SBI,SBI's rural loan mela at Tarn Taran
2003-02-25 00:00:00,NTPC,NTPC plans to trade in power
2003-02-25 00:00:00,SBI,SBI to reduce NPAs to 2% by March 2005
2003-02-25 00:00:00,HDFC,HDFC to raise $100 mn foreign currency loan
2003-02-27 00:00:00,ONGC,ONGC signs crude pricing pact with IOC
2003-03-02 00:00:00,ICICI,Coke stake for ICICI; HDFC Bank
2003-03-02 00:00:00,ONGC,ONGC to sign crude pricing pact with BPCL
2003-03-03 00:00:00,NTPC,NTPC threatens to regulate power supply
2003-03-03 00:00:00,HCL,HCL's Perot to set up development centre in US
2003-03-03 00:00:00,SBI,No immediate plans to cut deposit rates: SBI chief
2003-03-03 00:00:00,ONGC,Rs 1;800 cr windfall for ONGC
2003-03-04 00:00:00,NTPC,What pact? asks Bihar; clear dues; says NTPC
2003-03-04 00:00:00,ONGC,ONGC to buyout HPCL in MRPL for about Rs 550 cr
2003-03-05 00:00:00,ONGC,Cairn rejects ONGC bid for its India assets
2003-03-07 00:00:00,ITC,ITC launches India's most expensive cigarette brand
2003-03-08 00:00:00,SBI,FIR against UBI; SBI managers in fake currency case
2003-03-08 00:00:00,ONGC,ONGC incurs Rs 50 cr loss on vessels deal
2003-03-08 00:00:00,ONGC,ONGC to up MRPL stake via preference route
2003-03-10 00:00:00,ICICI,ICICI Prudential Life revamps three products
2003-03-13 00:00:00,HCL,HCL Perot to recruit 600 professionals in 2003
2003-03-14 00:00:00,SBI,SBI to decide on forex trade between Kolkata; Mumbai
2003-03-16 00:00:00,ICICI,ICICI to expand in Singapore; US; UK; Canada; China
2003-03-16 00:00:00,HDFC,HDFC asset management company acquires Zurich AMC
2003-03-16 00:00:00,ICICI,ICICI Bank to offer finance for STBs
2003-03-18 00:00:00,NTPC,RIL may offer NTPC stake in Iran gas project
2003-03-24 00:00:00,ONGC,IOC to share Sudan project with ONGC
2003-03-25 00:00:00,SBI,SBI MF declares 6.25 pc dividend of Magnum Income fund
2003-03-28 00:00:00,ONGC,ONGC to set up trading desk in India
2003-04-01 00:00:00,NTPC,Kesco's handover to NTPC to be finalised soon
2003-04-01 00:00:00,TECH,BIMTECH opens
2003-04-02 00:00:00,SBI,SBI Life's Creditor Protection Policies
2003-04-03 00:00:00,ONGC,ONGC's net profit jumps 68 per cent
2003-04-03 00:00:00,HCL,HCL Info launches Beanstalk Home Wonder series PCs
2003-04-03 00:00:00,ONGC,ONGC announces six new oil; gas finds
2003-04-05 00:00:00,ICICI,ICICI to take over assets of Daewoo India
2003-04-05 00:00:00,NTPC,NTPC sees Rs 20 IPO premium for Rs 10 share
2003-04-07 00:00:00,HCL,HCLT gets $160m order from BT
2003-04-09 00:00:00,NTPC,NTPC issues fresh threat to Bihar
2003-04-11 00:00:00,NTPC,NTPC won't cut power supply to Bihar
2003-04-11 00:00:00,ICICI,ICICI Bank to open 8 new branches in Gujarat
2003-04-12 00:00:00,ICICI,ICICI Bank faces a run in South Gujarat
2003-04-12 00:00:00,ICICI,Rumours of ICICI Bank going bankrupt in Gujarat
2003-04-12 00:00:00,ICICI,ICICI Bank to ensure ATMs; branches have enough money
2003-04-12 00:00:00,ICICI,Rumours fuel run on ICICI Bank in Gujarat for 2nd day
2003-04-12 00:00:00,ICICI,No panic at ICICI ATMs in region
2003-04-12 00:00:00,ICICI,RBI statement helps ICICI salvage image
2003-04-13 00:00:00,ICICI,No panic withdrawals from ICICI in Chennai
2003-04-13 00:00:00,ICICI,ICICI Bank bust scare subsides as RBI steps in
2003-04-13 00:00:00,ICICI,All is well with us: ICICI Bank
2003-04-13 00:00:00,ICICI,ICICI relieved at limiting run on bank to Gujarat
2003-04-13 00:00:00,ICICI,ICICI Bank ordeal traumatises depositors
2003-04-13 00:00:00,ICICI,Panic withdrawals subside: ICICI
2003-04-13 00:00:00,ICICI,Normalcy back at ICICI Bank: Kochar
2003-04-13 00:00:00,ICICI,It's back to normal at ICICI Bank branches in state
2003-04-14 00:00:00,ICICI,ICICI transactions normal: Officials
2003-04-14 00:00:00,ICICI,CRISIL reaffirms rating for ICICI Banks
2003-04-14 00:00:00,SUN,SUN TV completes 10 years of broadcasting
2003-04-15 00:00:00,SBI,SBI staff take out rally; hold meet
2003-04-15 00:00:00,ICICI,CARE reaffirms AAA; PR1+ ratings of ICICI Bank
2003-04-15 00:00:00,ONGC,CBI probes rig contract awarded by ONGC
2003-04-17 00:00:00,ICICI,Spice joins hands with ICICI Lombard
2003-04-24 00:00:00,NTPC,NTPC issues fresh deadline
2003-04-26 00:00:00,ICICI,ICICI Bank net profit jumps
2003-05-01 00:00:00,SBI,Vijaya Bank; SBI reduce lending rates
2003-05-02 00:00:00,SBI,SBI staff in Kerala defer strike plan
2003-05-03 00:00:00,ONGC,ONGC finds rich gas reserves in Rajasthan
2003-05-04 00:00:00,SBI,SBI guns for auto loan market
2003-05-05 00:00:00,NTPC,NTPC units break down
2003-05-08 00:00:00,ITC,ITC eyes snack food segment
2003-05-10 00:00:00,SBI,SBI-Maruti loan carnival begins
2003-05-12 00:00:00,NTPC,Breakdown in NTPC unit hits supply
2003-05-12 00:00:00,NTPC,IDA holds dental camp at NTPC
2003-05-14 00:00:00,ICICI,Nandan Agro Farms forges alliance with ICICI
2003-05-15 00:00:00,ONGC,Naik rules out MRPL; ONGC merger
2003-05-15 00:00:00,NTPC,NTPC seeks offers from bankers for $100 mn ECB
2003-05-16 00:00:00,NTPC,NTPC all set to launch 'Vision-2017' project
2003-05-20 00:00:00,ONGC,ONGC to open retail units in 4 more states
2003-05-20 00:00:00,NTPC,Transco officials want an end to spat with NTPC
2003-05-20 00:00:00,HCL,HCL Infosystem assessed at level five
